"filename", "language", "Java", "comment", "blank", "total"
"/home/logan/Documents/GitHub/Game-Challenge/app/src/main/java/org/game/components/inventory/Inventory.java", "Java", 26, 1, 6, 33
"Total", "-", 26, 1, 6, 33
