"filename", "language", "Java", "comment", "blank", "total"
"/home/logan/Documents/GitHub/Game-Challenge/app/src/main/java/org/game/components/Player.java", "Java", 14, 0, 3, 17
"Total", "-", 14, 0, 3, 17
