"filename", "language", "Java", "comment", "blank", "total"
"/home/soup/Documents/Code/Java/Game/app/src/main/java/org/game/App.java", "Java", 1, 0, 1, 2
"/home/soup/Documents/Code/Java/Game/app/src/main/java/org/game/components/World.java", "Java", 2, 0, 0, 2
"Total", "-", 3, 0, 1, 4
