"filename", "language", "Java", "comment", "blank", "total"
"/home/soup/Documents/Code/Java/Game/app/src/main/java/org/game/components/Tile/TileLayer.java", "Java", 1, 0, 0, 1
"/home/soup/Documents/Code/Java/Game/app/src/main/java/org/game/components/World.java", "Java", 16, 0, 2, 18
"Total", "-", 17, 0, 2, 19
