"filename", "language", "Java", "comment", "blank", "total"
"/home/soup/Documents/Code/Java/Game/app/bin/main/org/game/components/player/Player.class", "Java", -1, 0, 1, 0
"/home/soup/Documents/Code/Java/Game/app/src/main/java/org/game/components/player/Player.java", "Java", 13, 0, 2, 15
"Total", "-", 12, 0, 3, 15
