"filename", "language", "Markdown", "JSON", "comment", "blank", "total"
"/home/soup/Documents/Code/Java/Game/.VSCodeCounter/2025-04-03_20-19-13/details.md", "Markdown", 23, 0, 0, 6, 29
"/home/soup/Documents/Code/Java/Game/.VSCodeCounter/2025-04-03_20-19-13/diff-details.md", "Markdown", 15, 0, 0, 6, 21
"/home/soup/Documents/Code/Java/Game/.VSCodeCounter/2025-04-03_20-19-13/diff.md", "Markdown", 24, 0, 0, 7, 31
"/home/soup/Documents/Code/Java/Game/.VSCodeCounter/2025-04-03_20-19-13/results.json", "JSON", 0, 1, 0, 0, 1
"/home/soup/Documents/Code/Java/Game/.VSCodeCounter/2025-04-03_20-19-13/results.md", "Markdown", 35, 0, 0, 7, 42
"Total", "-", 97, 1, 0, 26, 124
