"filename", "language", "Java", "comment", "blank", "total"
"/home/soup/Documents/Code/Java/Game/app/src/main/java/org/game/components/World.java", "Java", -2, 0, -1, -3
"/home/soup/Documents/Code/Java/Game/app/src/main/java/org/game/components/player/Player.java", "Java", -8, 0, 0, -8
"Total", "-", -10, 0, -1, -11
